,name,salary,type,address,url,schedule,work_format,experience
942,Менеджер маркетплейсов (Ozon),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129321344?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
943,Консультант-аналитик 1С ERP,No Info,Открытая,No Info,https://api.hh.ru/vacancies/121124593?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
944,Senior Data Scientist (Центр розничного риск-моделирования),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129515507?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
945,Middle Data Scientist (Центр портфельного риск-моделирования),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129645876?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
946,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129915802?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
947,Senior AI Developer в AI Productivity,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129934946?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
948,Web-разработчик (Fullstack),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128943446?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
949,CRM-маркетолог,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129342286?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
950,"Senior Data Scientist, Реклама, Ozon Банк",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129609332?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
951,Product Owner в сфере медицинского страхования (Экспертиза в BigData обязательна),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129452435?host=hh.ru,Полный день,Гибрид,Более 6 лет
952,HR-бизнес-партнер/HRD,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129276389?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
953,Аналитик по безопасности продукта (NMS),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129293710?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
954,Старший бэкенд-разработчик (Kotlin),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129704828?host=hh.ru,Удаленная работа,На месте работодателя,Более 6 лет
955,Senior Data Scientist,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128735176?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
956,Data Engineer / Data Architect,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129653559?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
957,Инженер данных (Платформа данных ТОТ),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129668860?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
958,"Middle Data Scietist (Финансы, Система триггеров)",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129644507?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
959,Руководитель финансового отдела,from 70000 to 120000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129369655?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
960,"Middle/Senior NLP Data Scientist, Quant",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129582790?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
961,Специалист по обработке данных DP Market Research,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129605796?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
962,Руководитель отдела продаж/ Руководитель отдела по работе с клиентами,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129689201?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
963,Senior Data scientist,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129749498?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
964,Senior Data Scientist (ML),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129281809?host=hh.ru,Полный день,No Info,От 3 до 6 лет
965,Teamlead Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/123750078?host=hh.ru,Полный день,No Info,От 3 до 6 лет
966,Senior Data Scientist (Центр портфельного риск-моделирования),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129590426?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
967,Senior product analyst,from 3000 to 4000 in EUR,Открытая,No Info,https://api.hh.ru/vacancies/129612370?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
968,Head of Risk МКК/МФО,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130092431?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
969,ML-Ops (Антидипфейк),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130151419?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
970,"Data Analytics specialist (Офис, Санкт-Петербург)",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129646907?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
971,Трафик-менеджер в programmatic рекламе (МТС AdTech),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129992168?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
972,Менеджер проектов (автоматизации процессов товародвижения/цепочек поставок),No Info,Открытая,No Info,https://api.hh.ru/vacancies/127547915?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
973,Аналитик-разработчик в Группу расширенной аналитики данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128006334?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
974,Директор по рискам (CRO),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129813915?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
975,Data Steward/Менеджер по данным,No Info,Открытая,No Info,https://api.hh.ru/vacancies/124242943?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
976,Lead Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129869970?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
977,Аналитик-стратег (Индийское направление),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129989878?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
978,Разработчик 1С ДО,from None to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129414802?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
979,Senior Data Scientist (Pricing & Promo Personalization),from 400000 to 500000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129809871?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
980,SRE-инженер,from 230000 to 287000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129757917?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
981,Продуктовый аналитик/ аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128089117?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
982,PR-менеджер в онлайн школу Moscow Digital School,No Info,Открытая,No Info,https://api.hh.ru/vacancies/127862070?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
983,Аналитик данных / Data driven,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129420421?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
984,Data Scientist / ML Researcher (Мультиагентный ИИ Ассистент),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129537269?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
985,Директор по клиентскому сервису и опыту (CX),from 174000 to 260000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129787515?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
986,Аналитик DWH,from 200000 to 270000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129432063?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
987,Middle Data Scientist,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129592000?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
988,Data Engineer в MAX (Senior),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128824765?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
989,ML Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129134399?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
990,Middle Data Scientist / ML-разработчик,from 150000 to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129922181?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
991,Инженер-программист аналитики автопилота (Python),No Info,Открытая,No Info,https://api.hh.ru/vacancies/127823534?host=hh.ru,Полный день,No Info,От 3 до 6 лет
992,DBA Qlik (DataBase Administrator / администратор QlikView+QlikSense),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129864153?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
993,"Senior ML-engineer, NLP в техподдержке",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129983244?host=hh.ru,Удаленная работа,На месте работодателя,Более 6 лет
994,Системный аналитик (инженер поддержки),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129998852?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
995,Middle/Senior Data Scientist (команда Сегменты),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129716409?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
996,MLOps-инженер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129590785?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
997,Консультант по кредитному процессу,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129534408?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
998,Claims negotiator (Demurrage),No Info,Открытая,No Info,https://api.hh.ru/vacancies/121534386?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
999,Финансовый менеджер/Финансист,from 150000 to 200000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129383318?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1000,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130230796?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1001,Senior Java Backend Developer / Backend Architect,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130221902?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1002,Разработчик БД (SQL/pgsql),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130237559?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
1003,Data Engineer [Junior],No Info,Открытая,No Info,https://api.hh.ru/vacancies/130173457?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1004,Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130165156?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1005,Full Stack Data Engineer (Data Engineer + Data Analyst),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129525881?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1006,Chief Technical Officer (CTO),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130139609?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1007,Senior Golang Developer (Recommendations Team),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130141230?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1008,Senior Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130248999?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1009,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129915032?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1010,Дата-инженер (Data Engineer),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130143188?host=hh.ru,Полный день,No Info,От 3 до 6 лет
1011,Scraping engineer (PHP),from 4500 to None in USD,Открытая,No Info,https://api.hh.ru/vacancies/130154017?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1012,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130165273?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1013,IT Recruiter / Talent Acquisition Specialist/HR/Менеджер по подбору персонала,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130205898?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1014,ML-инженер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130206879?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1015,Системный аналитик,from None to 200000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129637647?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1016,Data Scientist в команду Пополнения,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129760877?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
1017,Senior Backend Engineer / Старший бэкэнд разработчик,from 5000 to 12000 in USD,Открытая,No Info,https://api.hh.ru/vacancies/129599453?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1018,Data Engineer,from None to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130240630?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1019,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130121296?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1020,Data Engineering Intern / Стажер дата-инженер,from 100000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/128491776?host=hh.ru,Полный день,Гибрид,Нет опыта
1021,QA Engineer / Тестировщик (автоматизированное и ручное тестирование),from None to 240000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129516869?host=hh.ru,Полный день,No Info,От 3 до 6 лет
1022,Python Q&A Engineer,from None to 300000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130046675?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1023,Data analyst / Аналитик данных (ученик),from 90000 to 100000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129807241?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
1024,Chief Product Officer (CPO),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130161615?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1025,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130203507?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1026,Стажер Python / Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130141513?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
1027,Data Scientist / Дата-сайентист,from 270000 to 290000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130159628?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1028,Senior Product Manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130247368?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1029,Data Engineer (Инженер сопровождения) в команду Сопровождения продуктов и разработки,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130207215?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1030,QA Fullstack Engineer (Платформа),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129784807?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1031,ML-инженер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129791667?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1032,Data Analyst (Middle+ / Senior),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129677588?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1033,Tech Lead / Technical Lead (FinTech),from 500000 to 520000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129718735?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1034,Team lead команды Лаборатории данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130251403?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
1035,Python Engineer,from 400000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129441054?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1036,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130126374?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1037,Data Scientist / ML Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/121370571?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1038,Delivery Lead,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130251207?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
1039,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128957096?host=hh.ru,Полный день,No Info,От 3 до 6 лет
1040,Senior Golang Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129368280?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1041,Менеджер продукта на основе искусственного интеллекта,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130047337?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
1042,Аналитик-разработчик (Дашборды и BI-решения),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129744402?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1043,Младший аналитик данных / Junior BI-аналитик ( Москва),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129932649?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
1044,Data Engineer,from 400000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129319971?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1045,Data Engineer (Middle/Senior),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129616256?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1046,AI Engineer (NLP / LLM),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130125649?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1047,Senior Data-инженер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130162500?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1048,Backend-разработчик / Data Engineer,from 150000 to 300000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130064505?host=hh.ru,Полный день,На месте работодателя,Нет опыта
1049,Data Engineer Python,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129637123?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
1050,Инженер данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130251315?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1051,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130044103?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1052,Customer quality supervisor,from 4000 to 4500 in USD,Открытая,No Info,https://api.hh.ru/vacancies/129864207?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1053,Pre-sale Аналитик,from 150000 to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129529634?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1054,Middle Data Engineer,from None to 200000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130125449?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1055,Data инженер,from 220000 to 221000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129501613?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1056,Руководитель проектов (Generative AI & Recommendation Systems),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130174459?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
1057,Data Scientist (Senior),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130234832?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1058,Аналитик данных (Data engineer),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129742595?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1059,Инженер данных/ Data engineer/ Data Scientist/ Data Analyst/ Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129378167?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
1060,Data Scientist / ML engineer / Data science,from None to 270000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129771946?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1061,AI Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130203707?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1062,Security Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130137547?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1063,Python-разработчик (middle)/Data Science Engineer (AI Agents & Integrations),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130222199?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1064,Lead Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130152226?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1065,Технический лидер (Lead Data Engineer),from 250000 to 350000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129593915?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1066,Data Engineer / Инженер данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130250747?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1067,Data engineer (DBT),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128761959?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
1068,Data Engineer (DWH и ETL),from 300000 to 380000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130141358?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1069,Data Quality Assurance/Инженер тестирования данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130154130?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
1070,Операционный директор (COO),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129384109?host=hh.ru,Полный день,Гибрид,Более 6 лет
1071,Data Engineer Middle+/Senior ,from 210000 to 275000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129694742?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1072,Младший разработчик-исследователь / Junior R&D Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129936539?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1073,Project manager (Data Office),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129349811?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1074,Младший инженер по техническому обслуживанию / Junior Engineer / Стажер (в Китае),from 120000 to 170000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129923389?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
1075,DevOps-инженер,from 200000 to 300000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130059304?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1076,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130144063?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1077,.Net разработчик (низкоуровневое программирование),from 7000 to None in USD,Открытая,No Info,https://api.hh.ru/vacancies/129286625?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1078,Senior User Acquisition Manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130211575?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1079,"Java разработчик, Поисковая платформа",No Info,Открытая,No Info,https://api.hh.ru/vacancies/128525776?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1080,Marketing Analyst,from 3000 to None in EUR,Открытая,No Info,https://api.hh.ru/vacancies/129798781?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1081,Data Analyst / Аналитик данных (ETL & Data Collection),from 150000 to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129439015?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1082,Data Engineer (направление качества пунктов выдачи),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130125978?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
1083,Аналитик данных продаж на маркетплейсах,from 120000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129471097?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1084,Data Scientist,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129909337?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1085,Analytics Engineer (DWH),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130105099?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1086,Финансовый инженер-стажер (Инвестиционный департамент),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130090031?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
1087,Технический директор (CTO),No Info,Анонимная,No Info,https://api.hh.ru/vacancies/129805293?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
1088,SEO & Organic Growth Marketing Manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130181859?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1089,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130056802?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1090,Senior / Lead Data Engineer,from 6000 to None in USD,Открытая,No Info,https://api.hh.ru/vacancies/129540165?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1091,Python/ML Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130040588?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1092,DWH Developer/Разработчик DWH,from 400000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/127786460?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1093,Data Engineer / DWH Analyst,from 250000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130212541?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1094,QA Engineer / Тестировщик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/127148524?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1095,Senior ML/DL Computer Vision engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130174355?host=hh.ru,Удаленная работа,На месте работодателя,Более 6 лет
1096,Data Scientist,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129365979?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1097,Дата‑инженер (Data Engineer),from 240000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130056341?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1098,Data Engineer,from 200000 to 300000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130061507?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1099,Руководитель департамента инфраструктуры,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128542541?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1100,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129487049?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1101,AI Product / Project manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128494992?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1102,Data engineer DWH в Маркет,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129662534?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
1103,Technical Product Manager,from 3500 to 4500 in USD,Открытая,No Info,https://api.hh.ru/vacancies/125005519?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1104,Стажер Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128974159?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1105,Data Engineer/ SQL-разработчик (офис),from 160000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129808102?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1106,Senior Data Engineer,from None to 380000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/128378770?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
